Id,Prediction
207,4688252.2
208,5629735.34
209,3756370.3266666667
210,4707091.026666666
211,4823891.326666667
212,3475143.1666666665
213,3632460.54
214,8192935.52
215,2253213.1333333333
216,5301069.966666667
217,5930582.94
218,4172702.32
219,2961432.3866666667
220,6930219.713333333
221,5261251.873333333
222,5019414.3
223,4070650.7533333334
224,5364531.533333333
225,4803619.633333334
226,2976341.38
227,7190411.206666667
228,3010669.2733333334
229,5481294.653333333
230,4230967.733333333
231,7324272.106666666
232,6642713.173333333
233,4507925.06
234,3924579.12
235,5265569.633333334
236,5295459.373333333
237,3196666.3733333335
238,4147732.2066666665
239,4910067.873333333
240,4792808.633333334
241,4435862.626666667
242,3747248.046666667
243,4552254.993333333
244,5606794.5
245,4667172.54
246,3761677.533333333
247,4929267.633333334
248,4608511.673333333
249,4513868.193333333
250,2768467.7133333334
251,4621980.866666666
252,5527042.6866666665
253,4288573.633333334
254,4668830.513333334
255,4253748.32
256,5821689.653333333
257,4944205.34
258,3848874.2333333334
259,3997167.486666667
260,4383048.546666667
261,6877139.846666667
262,5712850.94
263,4699529.373333333
264,2051610.3333333333
265,6070561.213333333
266,4324915.26
267,7438109.086666667
268,5137671.3533333335
269,4003174.04
270,4097880.433333333
271,3021156.8933333335
272,5331236.36
273,4988467.206666667
274,4077368.92
275,6672856.58
276,7389521.233333333
277,6301249.3133333335
278,5127779.706666667
279,5042649.626666667
280,4859861.3533333335
281,4463586.6
282,3483115.566666667
283,3882450.566666667
284,4497389.08
285,2659867.1266666665
286,4626275.06
287,4535389.573333333
288,4903928.76
289,3608827.24
290,4128471.966666667
291,5175247.786666667
292,3534123.3333333335
293,5334473.986666666
294,3812378.38
295,6588396.366666666
296,9299882.826666666
297,7354358.573333333
298,8143747.66
299,5127822.58
300,4726035.786666667
301,5896282.04
302,6000565.32
303,8083694.446666666
304,4240149.4
305,4743059.366666666
306,4515620.28
307,5460139.413333333
308,2154478.94
309,4326023.1466666665
310,4639301.393333334
311,3575608.4133333336
312,3250441.78
313,4504411.293333333
314,3482844.8533333335
315,3309894.933333333
316,2189936.7866666666
317,4423083.493333333
318,6117000.026666666
319,3814669.6133333333
320,3724480.1133333333
321,4206161.98
322,4172460.26
323,7192425.253333333
324,4159759.42
325,4075785.52
326,5573156.373333333
327,4486750.3133333335
328,4926678.326666667
329,6301952.846666667
330,6562438.433333334
331,7339457.453333333
332,4950120.66
333,7225231.54
334,6265085.453333333
335,4820101.726666667
336,3251464.1533333333
337,5592513.3533333335
338,4387341.08
339,3062108.6533333333
340,5427749.08
341,5302235.793333333
342,5596484.613333333
343,5690805.906666666
344,7172700.413333333
345,4291514.126666667
346,3953157.006666667
347,5978465.6866666665
348,3124674.76
349,6981387.92
350,4550013.62
351,7218098.333333333
352,5334880.66
353,3708121.86
354,3536880.4066666667
355,4563215.893333334
356,5661177.773333333
357,4972477.873333333
358,4995941.3533333335
359,4848352.986666666
360,4962175.68
361,5878431.933333334
362,3940423.46
363,4803664.8
364,10109429.4
365,3820212.58
366,2606597.7333333334
367,3861887.8266666667
368,3932360.14
369,6222982.98
370,4817376.16
371,4636006.786666667
372,7140832.8
373,7512258.373333333
374,3400303.56
375,5492577.046666667
376,3948817.36
377,4526628.213333333
378,6274797.34
379,5215009.253333333
380,5377824.92
381,4192353.2866666666
382,3741926.14
383,6549064.753333333
384,3997313.6133333333
385,5212343.093333334
386,3870027.9133333336
387,5049572.986666666
388,4571110.14
389,4722931.566666666
390,6638241.166666667
391,3540365.526666667
392,3290134.36
393,6020037.38
394,6589393.94
395,2686771.553333333
396,5181950.906666666
397,6801983.493333333
398,8502443.306666667
399,5624996.3
400,3526164.84
401,5465543.52
402,3493708.8866666667
403,6882501.6
404,3526328.0
405,4455651.5
406,4455441.18
407,4689146.173333333
408,2493764.3666666667
409,3803419.0866666664
410,3757740.18
411,4022457.493333333
412,4823494.386666667
413,6562010.873333333
414,5481000.34
415,3713057.1666666665
416,5869819.0
417,2643866.68
418,4245946.033333333
419,3324382.6266666665
420,4544920.473333334
421,4938708.946666666
422,6801019.993333333
423,3827883.3933333335
424,5247446.6866666665
425,4803914.74
426,4716724.8
427,3741675.526666667
428,4787547.7
429,3531262.433333333
430,3846606.8466666667
431,4062882.006666667
432,2372749.3266666667
433,4376852.153333333
434,3675375.62
435,5403456.38
436,4114280.046666667
437,3330735.7466666666
438,3066767.02
439,6093206.613333333
440,5201049.153333333
441,5401234.986666666
442,6265690.826666667
443,6529597.966666667
444,4994342.76
445,8415000.266666668
446,7237540.413333333
447,5078958.746666667
448,4974585.593333334
449,10777189.193333333
450,4905991.673333333
451,3726137.7466666666
452,3906372.76
453,5224866.76
454,4700415.62
455,4388087.873333333
456,3230634.2733333334
457,3975386.5733333332
458,4273357.526666666
459,3189867.04
460,5847294.86
461,4365074.533333333
462,7715825.826666667
463,3273677.8533333335
464,4976669.833333333
465,4085447.26
466,5180989.833333333
467,3895495.06
468,4854301.526666666
469,4627804.64
470,3809098.053333333
471,4813127.8133333335
472,3653968.7866666666
473,4655116.66
474,5865440.173333333
475,3984640.3466666667
476,3671959.466666667
477,6541207.006666667
478,4195910.673333333
479,10983999.413333334
480,3782012.88
481,9388378.62
482,3564543.2866666666
483,5553938.806666667
484,6601188.873333333
485,3115369.4066666667
486,4476006.346666667
487,7912906.38
488,5510247.206666667
489,4037928.2133333334
490,4841951.153333333
491,3422565.0933333333
492,5407003.966666667
493,5266784.36
494,4258643.273333333
495,4375479.113333333
496,5648413.066666666
497,3989426.36
498,4311856.726666667
499,4327566.733333333
500,4725969.08
501,2620727.1466666665
502,4122530.0733333332
503,5714303.94
504,3835002.44
505,3764654.24
506,3786013.2466666666
507,4701613.84
508,3551344.9066666667
509,4625742.36
510,6144482.626666667
511,5297053.326666667
512,2451987.84
513,7781122.493333333
514,3685150.3466666667
515,2494363.946666667
516,3788419.8466666667
517,5273870.62
518,4352266.88
519,4928192.733333333
520,4022138.7533333334
521,8104776.9
522,6849191.073333333
523,5886601.546666667
524,6230169.74
525,7057714.746666667
526,6156539.82
527,5213634.786666667
528,7362387.14
529,4850854.806666667
530,3965339.993333333
531,4261710.706666667
532,4626741.44
533,4111093.6266666665
534,5903716.84
535,4322135.586666667
536,4967026.18
537,3698579.3333333335
538,3917970.34
539,5863584.693333333
540,4568427.993333333
541,3262251.2866666666
542,3978391.6666666665
543,4689340.433333334
544,4186502.066666667
545,5289865.473333334
546,3309916.1666666665
547,4028635.046666667
548,3778976.2133333334
549,4023345.7133333334
550,3916662.1466666665
551,5218834.3133333335
552,4842924.12
553,5452963.4
554,4433013.94
555,4387925.22
556,3666034.6866666665
557,5614011.773333333
558,4490542.76
559,4630503.04
560,5030014.506666667
561,5866170.873333333
562,2456630.64
563,5050261.6866666665
564,3262152.74
565,4714205.606666666
566,3181297.1733333333
567,6201825.386666667
568,4182347.7
569,3581271.18
570,7633586.893333334
571,6316333.413333333
572,4434636.7
573,6015181.193333333
574,4224267.333333333
575,4362826.1
576,10583862.453333333
577,4145069.1266666665
578,4164199.0
579,4134599.56
580,3787875.8733333335
581,4561267.126666667
582,5525411.18
583,4355135.753333333
584,4786957.02
585,6937932.053333334
586,3673920.066666667
587,3668329.66
588,10096235.906666666
589,4988489.3
590,3929962.48
591,4473476.213333333
592,4328559.473333334
593,2649169.36
594,3662185.8466666667
595,3713571.6533333333
596,3515481.3
597,3630958.2333333334
598,4432909.72
599,5879914.493333333
600,7913745.86
601,5905267.666666667
602,5831120.346666667
603,2560685.3066666666
604,2625219.82
605,3584564.446666667
606,3089764.1933333334
607,3711078.62
608,2868043.0933333333
609,5520686.833333333
610,6398558.966666667
611,2215348.8066666666
612,6715739.706666667
613,5084928.253333333
614,5711311.12
615,2986204.006666667
616,5334629.1866666665
617,5532094.62
618,6443574.026666666
619,4953072.526666666
620,4145446.8333333335
621,11011386.206666667
622,5306161.3133333335
623,4897832.666666667
624,2332843.84
625,5326826.98
626,6248613.213333333
627,4919025.633333334
628,4613132.693333333
629,4093442.6733333333
630,8101204.64
631,5821831.94
632,5503400.273333333
633,5690327.926666667
634,2892201.7
635,3565010.3133333335
636,5212250.553333334
637,3957740.98
638,4096017.3533333335
639,4971472.6
640,5635580.066666666
641,6126113.28
642,3046075.2333333334
643,6120002.8
644,5673480.966666667
645,3254447.3533333335
646,4464861.153333333
647,3574659.2
648,3688603.7666666666
649,3439363.02
650,3325498.0933333333
651,5337206.666666667
652,8084412.82
653,6178152.826666667
654,3750835.5866666664
655,4900066.346666667
656,3790352.72
657,5104294.98
658,5835084.153333333
659,4434469.613333333
660,7096202.88
661,6710700.633333334
662,5289554.24
663,5297632.166666667
664,3994695.986666667
665,3306553.533333333
666,6468730.253333333
667,3735087.033333333
668,4169267.446666667
669,4844785.44
670,7261909.166666667
671,5608660.486666666
672,3312987.3933333335
673,5112221.633333334
674,6377462.1
675,2818922.44
676,4492058.92
677,3313528.9066666667
678,3904929.82
679,5241487.56
680,3303706.013333333
681,4090233.3266666667
682,3647521.1866666665
683,4664426.653333333
684,4924225.473333334
685,5281067.12
686,3568828.1133333333
687,3130122.1333333333
688,5367646.993333333
689,3996006.1733333333
690,4368315.113333333
691,3949396.54
692,3483859.9266666668
693,3411301.993333333
694,3670374.86
695,4003428.993333333
696,4415687.946666666
697,5507740.053333334
698,7247481.253333333
699,3262756.2466666666
700,6775440.493333333
701,9944449.513333334
702,3984647.3533333335
703,5328322.386666667
704,5824721.9
705,7485896.96
706,5882047.633333334
707,4354129.94
708,4849313.193333333
709,3852069.6333333333
710,5021854.873333333
711,8151903.54
712,4135687.006666667
713,4062256.3
714,4714570.8
715,5909927.54
716,3718273.04
717,4927754.273333333
718,5018186.126666667
719,6232293.0
720,5309887.606666666
721,9192308.02
722,4695949.22
723,2526853.1933333334
724,5307426.34
725,3919189.2133333334
726,2658562.7133333334
727,3960675.7066666665
728,4267605.426666667
729,3428263.7933333335
730,3682975.466666667
731,4370331.046666667
732,3917379.8333333335
733,10929058.8
734,4043517.2066666665
735,4291847.133333334
736,3002070.32
737,5437249.1
738,3429348.66
739,4073202.7666666666
740,4690047.18
741,4932053.233333333
742,4484085.706666667
743,4805497.073333333
744,6345301.4
745,6392276.58
746,3340476.2533333334
747,5380073.753333333
748,5030945.413333333
749,4912573.193333333
750,7106953.866666666
751,4107686.3933333335
752,3968009.2333333334
753,2132729.8666666667
754,3358637.96
755,3955722.026666667
756,3739968.433333333
757,4687169.48
758,3304406.32
759,6630472.786666667
760,3903622.78
761,4170938.16
762,3765120.44
763,4019925.58
764,6122409.286666667
765,7632484.36
766,4469385.4
767,3382042.0733333332
768,6361571.893333334
769,4743455.966666667
770,3705768.7733333334
771,4465810.6866666665
772,4729775.3533333335
773,3804626.96
774,4429093.206666667
775,4985221.393333334
776,4084297.6
777,4689104.533333333
778,4552479.04
779,4241664.426666667
780,3057347.94
781,4468329.4
782,6492560.38
783,3612657.473333333
784,10521230.28
785,3724845.7533333334
786,7801830.28
787,5376670.033333333
788,5673683.566666666
789,4336273.073333333
790,3575970.12
791,6287968.133333334
792,3362683.7866666666
793,2923717.76
794,3428645.6933333334
795,5038128.106666666
796,2996047.7333333334
797,3476203.5933333333
798,3909592.8866666667
799,6095584.3533333335
800,5900759.3533333335
801,8742665.7
802,4625405.973333334
803,3819453.1133333333
804,7212835.56
805,3944436.02
806,6336177.28
807,4908713.773333333
808,3768917.82
809,2232009.3866666667
810,4741333.906666666
811,4922756.033333333
812,5910770.526666666
813,6581954.9
814,2545134.38
815,4644550.8133333335
816,4121757.22
817,3518499.2
818,4256427.766666667
819,2639294.0933333333
820,4948730.24
821,4913073.746666667
822,4620235.6
823,4787345.993333333
824,4665901.48
825,4811191.946666666
826,5244717.74
827,2363568.8333333335
828,5845449.073333333
829,3945133.22
830,4862659.8533333335
831,5203343.766666667
832,7950279.773333333
833,4832354.24
834,5674271.886666667
835,4194570.946666666
836,2324882.3266666667
837,5868703.726666667
838,4902914.893333334
839,2217090.013333333
840,3880433.1466666665
841,3170335.6333333333
842,5962788.1466666665
843,4597079.413333333
844,4826267.986666666
845,5039199.733333333
846,5256105.986666666
847,4636178.993333333
848,3221431.48
849,3826752.8
850,3819110.2266666666
851,4507731.506666667
852,9200487.533333333
853,3414830.8066666666
854,3508195.1466666665
855,3894874.2533333334
856,6215597.273333333
857,4489574.966666667
858,3874291.78
859,5586426.06
860,4319067.26
861,5297824.986666666
862,3383347.493333333
863,6164513.026666666
864,6298174.12
865,9075403.813333333
866,6031166.74
867,2819965.473333333
868,5006243.466666667
869,4657842.48
870,2156484.66
871,5158970.266666667
872,5005770.746666667
873,4658981.666666667
874,4559303.0
875,2789315.066666667
876,3391456.0866666664
877,5267073.946666666
878,3741330.1466666665
879,5375123.82
880,3635055.9266666668
881,3668339.566666667
882,6183811.32
883,5290486.346666667
884,4576492.466666667
885,5500692.226666667
886,4248825.626666667
887,5204962.046666667
888,3115706.6666666665
889,5301949.806666667
890,3769026.2333333334
891,5185757.586666667
892,5608819.346666667
893,4303468.413333333
894,5828712.64
895,4556961.1
896,4251053.76
897,4291361.386666667
898,4493493.96
899,5231018.233333333
900,4400576.92
901,6687941.006666667
902,5621999.826666667
903,4641658.593333334
904,2802974.36
905,4595499.42
906,7496237.6
907,3809372.8133333335
908,4771369.913333333
909,4008709.973333333
910,4969194.426666667
911,5531336.366666666
912,3831111.933333333
913,4069068.4
914,5119983.56
915,5149351.68
916,1918341.8666666667
917,7493343.546666667
918,3490923.2733333334
919,4486299.826666667
920,3848662.98
921,3422152.2
922,5448819.793333333
923,4466478.94
924,5210707.493333333
925,7752003.3
926,5586048.973333334
927,3737586.7466666666
928,6700290.066666666
929,4027233.946666667
930,4262611.046666667
931,2623411.2466666666
932,4615136.833333333
933,6118322.086666667
934,4283902.013333334
935,4318265.44
936,2717540.8466666667
937,4130238.1266666665
938,4190183.446666667
939,7781518.386666667
940,5816281.893333334
941,4603722.38
942,4041662.3333333335
943,5965186.346666667
944,8081345.926666667
945,2424726.5
946,5638321.566666666
947,4558545.793333333
948,4709301.04
949,3382530.446666667
950,5797452.926666667
951,4087057.46
952,3376189.6666666665
953,4364078.24
954,6170852.44
955,4836644.8533333335
956,5461345.48
957,9083185.333333334
958,5207192.5
959,4897033.933333334
960,5579070.566666666
961,5167851.833333333
962,4764859.653333333
963,6569928.773333333
964,6904406.36
965,3346245.7466666666
966,5695119.26
967,5663834.553333334
968,3782247.46
969,3160710.7
970,3505922.7266666666
971,4302615.986666666
972,3424931.2466666666
973,3295087.6266666665
974,3879012.7666666666
975,3621890.18
976,2625305.3666666667
977,5358409.966666667
978,4613610.986666666
979,9272106.266666668
980,5522982.726666667
981,2238359.526666667
982,4068562.466666667
983,6684689.193333333
984,11530333.966666667
985,4682072.726666667
986,2947976.1133333333
987,4667715.926666667
988,6273318.306666667
989,4109862.22
990,8298902.26
991,2354383.62
992,9002709.166666666
993,6047780.733333333
994,6899072.6866666665
995,3450367.3866666667
996,4426935.38
997,4536565.66
998,4302849.733333333
999,5814133.673333333
1000,5050965.806666667
1001,8272306.026666666
1002,3694880.513333333
1003,5813487.94
1004,5395267.106666666
1005,4666732.753333333
1006,5586757.673333333
1007,4806240.1
1008,2593634.8266666667
1009,3806131.2933333335
1010,3789742.8866666667
1011,6689727.44
1012,4386528.446666666
1013,4568352.166666667
1014,5216143.533333333
1015,4685751.8133333335
1016,5830386.2
1017,4800864.213333333
1018,4000715.16
1019,4832595.426666667
1020,4982885.92
1021,4026963.4
1022,5127147.42
1023,3155588.38
1024,5861568.453333333
1025,4842035.28
1026,4833184.673333333
1027,4822772.886666667
1028,5465975.96
1029,3755978.0933333333
1030,6793824.786666667
1031,3741764.2533333334
1032,2635421.006666667
1033,6928277.253333333
1034,4499413.193333333
1035,3616907.0733333332
1036,4917651.8533333335
1037,4418171.62
1038,5581259.6466666665
1039,7557489.5
1040,4840294.526666666
1041,3295175.933333333
1042,2165890.1266666665
1043,5650100.033333333
1044,5056384.8
1045,5046419.88
1046,5044983.073333333
1047,5561828.3133333335
1048,5126538.506666667
1049,5219481.24
1050,5116666.88
1051,4162294.44
1052,4101926.52
1053,3182449.9066666667
1054,7433236.726666667
1055,2496052.62
1056,5478499.866666666
1057,5825083.633333334
1058,2555181.44
1059,4583483.466666667
1060,4650663.693333333
1061,4595385.84
1062,5250059.413333333
1063,5040843.786666667
1064,5009448.586666667
1065,4048867.16
1066,6769212.786666667
1067,4644149.326666667
1068,4725275.373333333
1069,4918547.393333334
1070,5174843.52
1071,4142325.2466666666
1072,4704665.92
1073,6670304.24
1074,6834583.933333334
1075,3567416.24
1076,5857558.833333333
1077,3491430.7733333334
1078,3184458.4066666667
1079,4666815.166666667
1080,4209388.666666667
1081,4867484.726666667
1082,3705768.8133333335
1083,5831372.653333333
1084,4124877.8533333335
1085,1930131.3533333333
1086,4780795.34
1087,4281529.18
1088,5002350.046666667
1089,3616755.8266666667
1090,5192687.0
1091,3725551.82
1092,5307085.733333333
1093,4364558.3533333335
1094,7299412.386666667
1095,4166899.9
1096,2380201.8066666666
1097,4298253.046666667
1098,2944574.4133333336
1099,5133485.92
1100,4175944.053333333
1101,6075186.68
1102,4437591.94
1103,4564088.106666666
1104,4830631.566666666
1105,5359656.6466666665
1106,4487790.873333333
1107,4649086.54
1108,4664600.506666667
1109,4843972.773333333
1110,4472082.993333333
1111,6233615.74
1112,3806465.46
1113,3410909.02
1114,3886977.94
1115,2951425.513333333
1116,3929672.3066666666
1117,5793906.68
1118,5313087.173333333
1119,3879472.16
1120,6218811.1
1121,2062728.74
1122,4459568.66
1123,6500164.246666667
1124,3613672.3266666667
1125,5137497.3133333335
1126,5127840.84
1127,3071031.6733333333
1128,5098927.36
1129,4657331.446666666
1130,4307926.56
1131,6202582.573333333
1132,5530021.786666667
1133,3406054.5733333332
1134,4886263.473333334
1135,2976156.14
1136,4790817.68
1137,2763518.986666667
1138,6687535.993333333
1139,5775506.573333333
1140,10082745.66
1141,4788241.226666667
1142,4566033.413333333
1143,4220781.153333333
1144,3319248.2466666666
1145,5020251.3
1146,4764177.493333333
1147,8471391.293333333
1148,4143933.6666666665
1149,8000331.42
1150,4506829.713333333
1151,2123423.8533333335
1152,3807583.7733333334
1153,5387555.933333334
1154,4821271.873333333
1155,3469624.4
1156,3871666.92
1157,4668312.366666666
1158,5296057.3
1159,4361703.626666667
1160,5232186.266666667
1161,4750912.946666666
1162,5018709.226666667
1163,4618180.18
1164,4232083.446666666
1165,6298762.026666666
1166,4805691.1
1167,5973869.76
1168,3048391.513333333
1169,6526518.3133333335
1170,4435144.373333333
1171,3627318.02
1172,2277759.7333333334
1173,5744839.506666667
1174,3358637.96
1175,4380261.96
1176,6050260.16
1177,4996286.133333334
1178,5195312.3
1179,5280952.8133333335
1180,4924219.36
1181,4440591.033333333
1182,6032394.193333333
1183,2914206.1666666665
1184,3764950.006666667
1185,3351993.4
1186,5061120.933333334
1187,3326774.46
1188,7096678.473333334
1189,4810941.46
1190,4554861.746666667
1191,7974802.126666667
1192,4294071.633333334
1193,3213673.48
1194,6723236.36
1195,4858265.76
1196,4218064.846666667
1197,3642857.1666666665
1198,4016240.2666666666
1199,4945465.54
1200,11846197.94
1201,5205086.273333333
1202,3518225.7466666666
1203,3815549.6133333333
1204,3364952.38
1205,2946269.86
1206,5467320.1
1207,5134865.3533333335
1208,4570341.413333333
1209,4410113.946666666
1210,3873858.013333333
1211,7736532.653333333
1212,4914032.546666667
1213,5437969.993333333
1214,5017835.4
1215,3560372.24
1216,4922279.48
1217,3656351.6266666665
1218,3362415.473333333
1219,6067328.46
1220,3960821.2933333335
1221,5052962.753333333
1222,6699808.773333333
1223,5524102.16
1224,6409904.44
1225,5912675.0
1226,4115181.8666666667
1227,8252416.96
1228,4133101.9
1229,5262033.333333333
1230,4539892.48
1231,5473529.713333333
1232,2954294.2066666665
1233,5940448.346666667
1234,5314368.54
1235,3361860.6333333333
1236,4178405.42
1237,3176744.1533333333
1238,4175377.2933333335
1239,5493779.013333334
1240,4033931.486666667
1241,3964830.7133333334
1242,5633399.006666667
1243,5254491.96
1244,5437743.046666667
1245,3551283.84
1246,3353916.3866666667
1247,4604454.5
1248,2238068.64
1249,5249145.3133333335
1250,4819273.3533333335
1251,3945181.6066666665
1252,3839030.8533333335
1253,5557617.806666667
1254,4605998.106666666
1255,3771278.046666667
1256,4336877.153333333
1257,3589790.16
1258,6563769.8
1259,3878869.3466666667
1260,4411173.533333333
1261,6656352.82
1262,4564922.46
1263,3294924.42
1264,4813862.013333334
1265,3578766.5733333332
1266,3677928.053333333
1267,6379699.653333333
1268,3646717.2066666665
1269,4229420.28
1270,3897323.7066666665
1271,4959366.6
1272,4768902.84
1273,3166621.553333333
1274,3423943.5933333333
1275,6089179.706666667
1276,3221894.8
1277,3473664.96
1278,6685434.406666666
1279,3358637.96
1280,4600529.56
1281,4780371.673333333
1282,4649247.64
1283,2668742.053333333
1284,6297527.76
1285,6302238.026666666
1286,2119962.6866666665
1287,4053998.6466666665
1288,4162241.96
1289,2736821.506666667
1290,4029920.9066666667
1291,3970375.24
1292,10221400.866666667
1293,6060778.473333334
1294,5689987.0
1295,4581569.6866666665
1296,6801885.453333333
1297,5222427.613333333
1298,3902104.44
1299,5039398.46
1300,4875569.8
1301,3297384.88
1302,4961452.726666667
1303,4915601.733333333
1304,6760751.1
1305,5452723.206666667
1306,4773118.693333333
1307,5604430.846666667
1308,9771864.893333333
1309,3859124.5
1310,6049838.573333333
1311,5044431.273333333
1312,3495305.513333333
1313,4576679.1466666665
1314,3955365.38
1315,4522561.8
1316,4544630.6
1317,6098212.52
1318,5413801.22
1319,6188393.8
1320,5796614.933333334
1321,4752934.033333333
1322,5085983.833333333
1323,4116975.42
1324,6318057.66
1325,3462935.2733333334
1326,4097833.046666667
1327,5470026.3133333335
1328,4880226.966666667
1329,4726240.36
1330,6676310.093333334
1331,3767028.033333333
1332,4888975.513333334
1333,3648970.953333333
1334,4193992.54
1335,3463344.12
1336,2427251.4066666667
1337,4650115.553333334
1338,2635011.466666667
1339,2792959.2533333334
1340,3756365.02
1341,5311868.866666666
1342,3780624.26
1343,2171529.5733333332
1344,12208608.5
1345,3217806.16
1346,4595864.32
1347,3348824.8866666667
1348,4449051.566666666
1349,4065465.4066666667
1350,4087308.2733333334
1351,10357623.293333333
1352,4390606.473333334
1353,5111158.626666667
1354,3576733.74
1355,2601576.7066666665
1356,4724357.84
1357,3860586.48
1358,6084584.7
1359,3182693.3866666667
1360,3874672.52
1361,6225576.0
1362,5480021.713333333
1363,4598620.913333333
1364,4778839.08
1365,4542986.066666666
1366,3677398.8
1367,4579511.626666667
1368,4456218.24
1369,8357938.54
1370,4696720.753333333
1371,4604304.666666667
1372,10610477.213333333
1373,4652884.846666667
1374,3843987.04
1375,4962175.68
1376,4185161.76
1377,3711887.9
1378,3909304.006666667
1379,4125417.3066666666
1380,7725221.786666667
1381,7129912.166666667
1382,4027980.68
1383,7329642.873333333
1384,3910191.9066666667
1385,4179545.1866666665
1386,4358473.506666667
1387,4221310.606666666
1388,4739888.493333333
1389,2891915.026666667
1390,4583353.973333334
1391,5419452.5
1392,4835049.52
1393,5146971.7
1394,6361337.713333333
1395,4605355.08
1396,3890974.8533333335
1397,5015952.786666667
1398,5052940.06
1399,4929233.026666666
1400,3939722.3266666667
1401,6219511.96
1402,4244538.74
1403,4556775.74
1404,3914823.2933333335
1405,5372625.826666667
1406,4088410.28
1407,6455025.086666667
1408,5236916.66
1409,5114027.2
1410,3804227.7133333334
1411,6501377.953333333
1412,4010036.92
1413,6908352.513333334
1414,4446267.346666667
1415,4563201.333333333
1416,4816946.94
1417,4383127.406666666
1418,5280926.986666666
1419,7024298.506666667
1420,5876979.026666666
1421,4985534.98
1422,3502444.2066666665
1423,5586634.36
1424,6100425.08
